Introduction to Computers,,,,,,
,,,,Salmonella species,,
,,,,Shigella species,,
,,,,Campylobacter jejuni,,
,,,,Clostridium difficile,,
,,,Urinary Tract Infections and Sexually Transmitted Infections,,,
,,,,Escherichia coli,,
,,,,Chlamydia trachomatis,,
,,,,Neisseria gonorrhoeae,,
,,,,Ureaplasma urealyticum,,
,,,"Wound, Skin, Musculoskeletal, and Soft Tissue Infections",,,
,,,,Staphylococcus aureus,,
,,,,Pseudomonas aeruginosa,,
,,,,Clostridium perfringens,,
,,Collection and Handling of Clinical Specimens,,,,
,,,"Body Fluids (CSF, Urine, Blood, Sputum, Stool)",,,
,,,"Wound, Genitourinary Specimens, and Tissue Biopsies",,,
,,Principles of Laboratory Diagnosis,,,,
,,,Microscopy and Microbiological Methods,,,
,,,Isolation and Identification of Pathogenic Organisms,,,
,,,Antibiotic Sensitivity Testing,,,
,,,"Interpretation, Minimum Inhibitory Concentration, Minimum Bactericidal Concentration",,,
,,,Quality Control,,,
,Viruses and Viral Infections,,,,,
,,Classification and General Properties of Viral Families,,,,
,,,DNA Viruses,,,
,,,RNA Viruses,,,
,,Physical and Chemical Properties of Viruses,,,,
,,Replication and Cultivation of Viruses,,,,
,,Host Response to Viral Infections,,,,
,,Genetics and Molecular Basis of Pathogenesis,,,,
,,Latent and Persistent Infections,,,,
,,Epidemiology of Viral Infections,,,,
,,Oncogenic Viruses,,,,
,,,Human Papillomavirus (HPV),,,
,,,Epstein-Barr Virus (EBV),,,
,,,Hepatitis B and C Viruses,,,
,,Laboratory Diagnosis and Safety in Viral Cultivation,,,,
,Pathogenic Viruses,,,,,
,,DNA Viruses,,,,
,,,Herpesviridae,,,
,,,,Herpes Simplex Virus (HSV),,
,,,,Varicella Zoster Virus (VZV),,
,,,Adenoviruses,,,
,,,Parvovirus B19,,,
,,,Hepatitis B Virus (HBV),,,
,,RNA Viruses,,,,
,,,Influenza Viruses,,,
,,,HIV,,,
,,,Hepatitis C Virus (HCV),,,
,,,Measles Virus,,,
,,,Rubella Virus,,,
,,,Dengue Virus,,,
,,,Zika Virus,,,
,Viral Syndromes,,,,,
,,HIV/AIDS and Other Viral Sexually Transmitted Diseases,,,,
,,Emerging Viral Infections,,,,
,,,Ebola Virus Disease,,,
,,,Marburg Virus,,,
,,,COVID-19 (SARS-CoV-2),,,
,,Viral Childhood Fevers,,,,
,,,Measles,,,
,,,Mumps,,,
,,,Rubella,,,
,,Viral CNS Infections,,,,
,,,Herpes Simplex Virus (HSV),,,
,,,Varicella Zoster Virus (VZV),,,
,,,Enterovirus,,,
,,Viral Skin Manifestations,,,,
,,,Herpes Simplex Virus (HSV),,,
,,,Human Papillomavirus (HPV),,,
,Prions and Their Disorders,,,,,
,,Creutzfeldt-Jakob Disease,,,,
,,Bovine Spongiform Encephalopathy (Mad Cow Disease),,,,
,,Kuru,,,,
,Anti-retroviral Agents and Mechanisms of Action,,,,,
,,Nucleoside Reverse Transcriptase Inhibitors (NRTIs),,,,
,,Non-Nucleoside Reverse Transcriptase Inhibitors,,,,
,,Protease Inhibitors (PIs),,,,
,,Integrase Strand Transfer Inhibitors (INSTIs),,,,
,,Entry Inhibitors,,,,
,Mycology,,,,,
,,Classification of Medically Important Fungi,,,,
,,,Yeasts,,,
,,,Molds,,,
,,,Dimorphic Fungi,,,
,,"Epidemiology, Structure, Pathogenesis, Diagnosis, Treatment, and Control of Fungal Infections",,,,
,,,Superficial and Cutaneous Mycosis,,,
,,,,Dermatophytes,,
,,,,Non-Dermatophytes,,
,,,"Systemic, Subcutaneous, and Deep Mycoses",,,
,,,,"Mycetoma, Eumycetoma",,
,,,,Yeast Infections (Candida and Cryptococcus),,
,,,,Aspergillosis,,
,,,,Mycotoxins,,
,Medical Parasitology,,,,,
,,Taxonomy and Classification of Medically Important Parasites,,,,
,,,Nematodes,,,
,,,,Ascaris lumbricoides,,
,,,,Strongyloides stercoralis,,
,,,,"Hookworms (Ancylostoma duodenale, Necator americanus)",,
,,,,Trichuris trichiura,,
,,,,Filarial worms,,
,,,,,Wuchereria bancofti,
,,,,,Brugia species,
,,,,,Loa Loa,
,,,,,Onocerca volvulus,
,,,,,Mansonella species,
,,,Cestodes,,,
,,,,Taenia solium,,
,,,,Taenia saginata,,
,,,,Echinococcus granulosus,,
,,,Trematodes,,,
,,,,Schistosoma species,,
,,,,Fasciola hepatica,,
,,,,Clonorchis sinensis,,
,,,Protozoan Parasites,,,
,,,,Blood Protozoa,,
,,,,,Plasmodium species (Malaria),
,,,,,"Trypanosoma species (Sleeping Sickness, Chagas Disease)",
,,,,,Leishmania species,
,,,,Gastrointestinal Protozoa,,
,,,,,Giardia lamblia,
,,,,,Entamoeba histolytica,
,,,,,Cryptosporidium species,
,,,,Tissue Protozoa,,
,,,,,Toxoplasma gondii,
,,,,,Leishmania species,
,,,,"Emerging Parasitic Diseases in Immunosuppressive States (e.g., HIV/AIDS)",,
,,,,,Isospora and Microspora,
,,Laboratory Methods in Parasitology,,,,
,,,Collection and Handling of Clinical Specimens,,,
,,,Identification of Pathogenic Organisms,,,
,Medical Entomology,,,,,
,,Medically Important Vectors of Parasitic Infections,,,,
,,,"Ecology, Physiology, Population Biodynamics, Vectoral Capacity and Control",,,
,,,,"Mosquitoes (Malaria, Dengue, Zika)",,
,,,,"Ticks (Lyme Disease, Tick-Borne Encephalitis)",,
,,,,Sandflies (Leishmaniasis),,
,,,,Fleas (Bubonic Plague),,
,,,"Ectoparasites, Blow Flies, Bot Flies, Venomous Bites and Stings",,,
,,,,Lice (Pediculosis),,
,,,,Bedbugs (Cimex lectularius),,
,,,,Mites (Scabies),,
,,,,"Bees, Wasps, Ants (Allergic Reactions, Stings)",,
,,Laboratory Methods in Entomology,,,,
,,,Collection and Handling of Clinical Specimens,,,
,,,Identification of Pathogenic Organisms,,,
Immunology,,,,,,
,Functional Organization of the Immune System,,,,,
,,Innate and Acquired Immunity,,,,
,,"Active, Passive, and Adaptive Immunity",,,,
,,Humoral and Cellular Immunity,,,,
,,Diversity of Immune Response,,,,
,,Damaging Effects of the Immune Response,,,,
,,Regulation of Immune Response,,,,
,Elements of Immune Response,,,,,
,,Immune Response Cells,,,,
,,Lymphatic System,,,,
,,Interrelationship Between Acquired and Innate Immunity,,,,
,Immunogens and Antigens,,,,,
,,Immunogenicity,,,,
,,Primary and Secondary Immune Response,,,,
,,Antigenicity,,,,
,,Antigen-Binding Sites and Epitopes,,,,
,,Major Classes of Antigens,,,,
,,Cross-Reactivity,,,,
,,Immunologic Adjuvants,,,,
,Antibody Structure and Function,,,,,
,,Structure of Light and Heavy Chains,,,,
,,Immunoglobulin Structural and Biological Characteristics,,,,
,,Kinetics of the Immune Response,,,,
,,Primary and Secondary Response,,,,
,Activation and Function of T and B Cells,,,,,
,,Biology of T and B Lymphocytes,,,,
,,CD4+ T Cell Functions,,,,
,,Cytotoxic T-Cell Function,,,,
,,Super Antigens,,,,
,,B-Cell Activation and Function,,,,
,,T-B Cooperation,,,,
,,T-Independent Immune Responses,,,,
,Immune Effector Mechanisms,,,,,
,Cytokines,,,,,
,,Actions and Interactions in Immune Responses,,,,
,,Properties and Functional Categories of Cytokines,,,,
,,"Role in Diseases (e.g., Toxic Shock Syndrome, Bacterial Septic Shock, Cancers, Autoimmunity)",,,,
,,Therapeutic Applications of Cytokines and Cytokine Receptors,,,,
,Complement Systems,,,,,
,,Classical Pathway,,,,
,,Alternative Pathway,,,,
,,Terminal Pathway,,,,
,,Biological Activities of Complement Fractions,,,,
,,Complement and Disease,,,,
,Cell-Mediated Immunity,,,,,
,,Effector Cells in CMI,,,,
,,Effector Responses,,,,
,,Assessment of Cell-Mediated Cytotoxicity,,,,
,Hypersensitivity Reactions,,,,,
,,Type I (IgE-Mediated) Hypersensitivity,,,,
,,Type II (Antibody-Mediated) Hypersensitivity,,,,
,,Type III (Immune Complex-Mediated) Hypersensitivity,,,,
,,Type IV (Delayed Type) Hypersensitivity,,,,
,Control Mechanisms in the Immune Response,,,,,
,,Tolerance,,,,
,,Immune Regulation in the Individual,,,,
,,Immunologically Privileged Sites,,,,
,,"Immunosuppression by Drugs, Radiation, and Others",,,,
,Immune Responses in Health and Disease,,,,,
,,Host Defense Against Pathogens,,,,
,,,Innate and Adaptive Immune Defenses,,,
,,,Mechanisms Used by Pathogens to Evade the Immune Response,,,
,,Major Immuno-Histocompatibility Complex (MHC),,,,
,,,Variability of MHC,,,
,,,Genes and Genetic Polymorphism,,,
,,,Structure and Function of MHC Class I and II Molecules,,,
,,,Association of MHC with Disease,,,
,,Autoimmunity and Autoimmune Disorders,,,,
,,,Etiology of Autoimmunity,,,
,,,Examples of Autoimmune Diseases,,,
,,,,Autoimmune Hemolytic Anemia,,
,,,,Myasthenia Gravis,,
,,,,Graves' Disease,,
,,,,Systemic Lupus Erythematosus (SLE),,
,,,,Multiple Sclerosis,,
,,,,Insulin-Dependent Diabetes Mellitus,,
,,,,Hashimoto's Thyroiditis,,
,,,,Rheumatoid Arthritis,,
,,,Autoimmune Diseases Resulting from Complement Deficiency,,,
,,Transplantation Immunology,,,,
,,,Allograft Rejection,,,
,,,,Hyperacute Rejection,,
,,,,Acute Rejection,,
,,,,Chronic Rejection,,
,,,Histocompatibility Antigens,,,
,,,Tests for Histocompatibility Antigens,,,
,,,Prolongation of Allograft Survival,,,
,,,Bone Marrow and Peripheral Stem Cell Transplantation,,,
,,,Graft-Versus-Host Reactions,,,
,,,Fetal-Maternal Relationship,,,
,,Tumor Immunology,,,,
,,,Tumor Antigens and Categories,,,
,,,Immunologic Factors and Cancer,,,
,,,Effector Mechanisms in Tumor Immunity,,,
,,,B-Cell Responses in Tumor Immunity,,,
,,,Cell-Mediated Responses in Tumor Immunity,,,
,,,Cytokines in Tumor Immunity,,,
,,,Limitations of Tumor Immune Response,,,
,,,Immunodiagnosis and Tumor Immunoprophylaxis,,,
,,,Immunotherapy in Cancer,,,
,,Principles of Immunization,,,,
,,,Passive and Active Immunizations,,,
,,,Basic Mechanisms of Protection,,,
,,,Precautions in Immunization,,,
,,,Current Methods of Vaccine Production,,,
,,,,Recombinant DNA Vaccines,,
,,,,Conjugated Polysaccharides,,
,,,,Synthetic Peptide Vaccines,,
,,,,Anti-Idiotype Vaccines,,
,,,,Virus-Carrier Vaccines,,
,,,,Toxoids,,
,,,Immunotherapy,,,
,,Immune Assays and Laboratory Methods,,,,
,,,Principles of Antigen-Antibody Interactions,,,
,,,Comparison of Agglutination and Precipitation Reactions,,,
,,,Direct Binding and Solid-Phase Immunoassays,,,
,,,Immunofluorescence and Fluorescence-Activated Cell Sorting (FACS),,,
,,,Comparison of Immunoadsorption and Immunoabsorption,,,
,,,Monoclonal and Genetically Engineered Antibodies,,,
Anatomic Pathology,,,,,,
,Introduction to Anatomic Pathology,,,,,
,,Principles of Pathology,,,,
,,,"Terminology, Definitions, and Concepts",,,
,,Biology of Tissues and Response to Disease,,,,
,,,"Cell Types, Growth, and Differentiation",,,
,,,Cell and Tissue Injury,,,
,,,"Types of Injury (e.g., Drugs, Irradiation, Trauma) and Adaptation",,,
,,Inflammation,,,,
,,,Acute Inflammation,,,
,,,,"Mediators, Effects, Cellular Components",,
,,,,"Chemotaxis, Phagocytosis",,
,,,,"Vascular Responses, Chemical Mediators",,
,,,,Systemic Manifestations,,
,,,Chronic Inflammation,,,
,,"Repair, Regeneration, and Degeneration",,,,
,,,"Skin, Bone, Brain: Reparative Processes",,,
,,,Wound and Injury Healing,,,
,,,,"Granulation Tissue, Angiogenesis",,
,,,,Scar Formation,,
,Neoplasia,,,,,
,,Classification of Neoplasms,,,,
,,Histological Diagnosis of Tumors,,,,
,,Carcinogenesis,,,,
,,,"Carcinogens: Genetic, Environmental, Physical, Chemical Factors, Viruses",,,
,,"Cell Biology, Biochemistry, and Molecular Biology of Neoplasms",,,,
,,Tumor Immunology,,,,
,,Spread of Malignant Tumors,,,,
,,Clinical Effects of Tumors,,,,
,,,Paraneoplastic Manifestations,,,
,,Cancer Epidemiology and Prevention,,,,
Systemic Pathology,,,,,,
,Genetic/Congenital Disorders,,,,,
,,Chromosomal Abnormalities,,,,
,,,Down Syndrome,,,
,,,Turner Syndrome,,,
,,,Klinefelter Syndrome,,,
,,Single Gene Disorders,,,,
,,,Cystic Fibrosis,,,
,,,Sickle Cell Disease,,,
,,,Duchenne Muscular Dystrophy,,,
,,,Phenylketonuria,,,
,,Multifactorial Inheritance Disorders,,,,
,,,Spina Bifida,,,
,,,Cleft Lip and Palate,,,
,,,Pyloric Stenosis,,,
,Inflammatory Disorders,,,,,
,,Acute Inflammation,,,,
,,,Vasodilation and Vascular Permeability,,,
,,,Neutrophil Migration and Activation,,,
,,Chronic Inflammation,,,,
,,,Macrophages and Lymphocyte Activation,,,
,,,Granulomatous Inflammation,,,
,,,Fibrosis and Tissue Repair,,,
,,Autoimmune Inflammatory Disorders,,,,
,,,Rheumatoid Arthritis,,,
,,,Systemic Lupus Erythematosus,,,
,,,Inflammatory Bowel Disease,,,
,Infectious Disorders,,,,,
,,Bacterial Infections,,,,
,,,Tuberculosis,,,
,,,Pneumonia,,,
,,,Meningitis,,,
,,,Endocarditis,,,
,,Viral Infections,,,,
,,,Hepatitis,,,
,,,HIV/AIDS,,,
,,,Influenza,,,
,,,Herpes Simplex Virus (HSV),,,
,,Fungal Infections,,,,
,,,Aspergillosis,,,
,,,Candida Infections,,,
,,,Cryptococcosis,,,
,,Parasitic Infections,,,,
,,,Malaria,,,
,,,Leishmaniasis,,,
,,,Toxoplasmosis,,,
,Immunologic Disorders,,,,,
,,Primary Immunodeficiencies,,,,
,,,Severe Combined Immunodeficiency (SCID),,,
,,,X-linked Agammaglobulinemia,,,
,,Secondary Immunodeficiencies,,,,
,,,HIV/AIDS,,,
,,,Malnutrition,,,
,,,Immunosuppressive Therapy,,,
,,Autoimmune Diseases,,,,
,,,Type 1 Diabetes Mellitus,,,
,,,Multiple Sclerosis,,,
,,,Rheumatoid Arthritis,,,
,Toxic Disorders,,,,,
,,Chemical Toxicity,,,,
,,,Lead Poisoning,,,
,,,Carbon Monoxide Poisoning,,,
,,,Alcohol Toxicity,,,
,,Drug Toxicity,,,,
,,,Acetaminophen Overdose,,,
,,,Cocaine and Amphetamines,,,
,,,Chemotherapy-induced Toxicity,,,
,Metabolic Disorders,,,,,
,,Disorders of Carbohydrate Metabolism,,,,
,,,Diabetes Mellitus,,,
,,,Glycogen Storage Diseases,,,
,,Disorders of Lipid Metabolism,,,,
,,,Hyperlipidemia,,,
,,,Gaucher Disease,,,
,,Disorders of Protein Metabolism,,,,
,,,Phenylketonuria (PKU),,,
,,,Homocystinuria,,,
,,Endocrine Metabolic Disorders,,,,
,,,Hypothyroidism,,,
,,,Hyperthyroidism,,,
,,,Addison's Disease,,,
,Endocrine Disorders,,,,,
,,Disorders of the Pituitary Gland,,,,
,,,Pituitary Adenomas,,,
,,,Diabetes Insipidus,,,
,,Disorders of the Thyroid Gland,,,,
,,,Graves' Disease,,,
,,,Hashimoto's Thyroiditis,,,
,,Disorders of the Adrenal Gland,,,,
,,,Cushing's Syndrome,,,
,,,Addison's Disease,,,
,,Disorders of the Pancreas,,,,
,,,Diabetes Mellitus,,,
,,,Insulinomas,,,
,Traumatic Disorders,,,,,
,,Blunt Force Trauma,,,,
,,,Contusions and Hematomas,,,
,,,Fractures and Dislocations,,,
,,Penetrating Trauma,,,,
,,,Stab Wounds,,,
,,,Gunshot Wounds,,,
,,Burns,,,,
,,,Thermal Burns,,,
,,,Chemical Burns,,,
,,Crush Injuries,,,,
,,,Compartment Syndrome,,,
,,,Rhabdomyolysis,,,
,Degenerative Disorders,,,,,
,,Neurodegenerative Diseases,,,,
,,,Alzheimer's Disease,,,
,,,Parkinson's Disease,,,
,,,Huntington's Disease,,,
,,Musculoskeletal Degeneration,,,,
,,,Osteoarthritis,,,
,,,Degenerative Disc Disease,,,
,,Cardiovascular Degeneration,,,,
,,,Atherosclerosis,,,
,,,Coronary Artery Disease,,,
,Neoplasms of Various Systems,,,,,
,,Central and Peripheral Nervous Systems,,,,
,,,Gliomas,,,
,,,Meningiomas,,,
,,,Medulloblastomas,,,
,,,Peripheral Nerve Tumors,,,
,,"Skin, Bone, and Connective Tissue",,,,
,,,Melanoma,,,
,,,Basal Cell Carcinoma,,,
,,,Osteosarcoma,,,
,,,Chondrosarcoma,,,
,,Respiratory System,,,,
,,,Lung Carcinoma (Non-Small Cell and Small Cell),,,
,,,Mesothelioma,,,
,,,Pulmonary Neuroendocrine Tumors,,,
,,Cardiac and Vascular Systems,,,,
,,,Cardiac Myxoma,,,
,,,Angiosarcoma,,,
,,,Atherosclerosis and Coronary Artery Disease,,,
,,Gastrointestinal System,,,,
,,,Colorectal Carcinoma,,,
,,,Gastric Adenocarcinoma,,,
,,,Hepatocellular Carcinoma,,,
,,Renal/Urinary System,,,,
,,,Renal Cell Carcinoma,,,
,,,Bladder Cancer,,,
,,,Wilms Tumor,,,
,,Reproductive System,,,,
,,,Ovarian Carcinoma,,,
,,,Endometrial Carcinoma,,,
,,,Prostate Carcinoma,,,
,,Endocrine System,,,,
,,,Thyroid Carcinoma,,,
,,,Pituitary Adenomas,,,
,,,Parathyroid Adenomas,,,
,Pathology of HIV/AIDS Disorders,,,,,
,,Acute HIV Infection,,,,
,,,Primary HIV Syndrome,,,
,,,Acute Retroviral Syndrome (ARS),,,
,,Chronic HIV Infection,,,,
,,,Clinical Latency Phase,,,
,,,"Opportunistic Infections (e.g., Pneumocystis jirovecii, Mycobacterium tuberculosis)",,,
,,AIDS-related Cancers,,,,
,,,Kaposi Sarcoma,,,
,,,Non-Hodgkin Lymphoma,,,
,,,Invasive Cervical Cancer,,,
,,HIV-associated Neurological Disorders,,,,
,,,HIV-associated Neurocognitive Disorder (HAND),,,
,,,HIV Encephalopathy,,,
Autopsies and Laws Related to Medical Practice,,,,,,
,Limited and Full Autopsies,,,,,
,,Gross and Microscopic Demonstration of Disease and Cause of Death,,,,
,,,Determination of Cause of Death,,,
,,,Examination of Organs and Tissues,,,
,,,Toxicological Testing,,,
,,Types of Autopsies,,,,
,,,Forensic Autopsy,,,
,,,Clinical Autopsy,,,
,,,Research Autopsy,,,
,International and National Laws Related to Medical Practice,,,,,
,,"Confidentiality, Negligence, and Medical Malpractice",,,,
,,,"Patient Confidentiality and Privacy Laws (e.g., HIPAA)",,,
,,,Medical Negligence and Standard of Care,,,
,,,Medical Malpractice Laws and Claims,,,
Haematology and Blood Transfusion,,,,,,
,Normal Hematological System,,,,,
,,Hemopoiesis,,,,
,,,"Erythropoiesis, Hemoglobin, Iron, Vitamin B12, Folate Metabolism",,,
,,,,Erythropoiesis and Regulation of Red Blood Cell Production,,
,,,,Hemoglobin Synthesis and Function,,
,,,,Iron Metabolism and Storage,,
,,,,,Iron Absorption and Transport,
,,,,,Iron Deficiency: Causes and Diagnosis,
,,,,,Iron Overload: Hemochromatosis,
,,,,Vitamin B12 and Folate Deficiency and their Impact on Hematopoiesis,,
,,,,,Vitamin B12 Deficiency: Causes and Effects on Hematopoiesis,
,,,,,Folate Deficiency: Pathophysiology and Clinical Manifestations,
,,,Erythrocyte Function,,,
,,,,Oxygen Transport and Delivery,,
,,,,Erythrocyte Membrane Structure and Function,,
,,,,Disorders Affecting Erythrocyte Function,,
,,,,,Sickle Cell Disease,
,,,,,Thalassemia,
,,,,,Hereditary Spherocytosis,
,,,Leukopoiesis and Leukocyte Function,,,
,,,,"Granulopoiesis: Neutrophils, Eosinophils, Basophils",,
,,,,Lymphopoiesis: B and T Lymphocytes,,
,,,,Monopoiesis: Monocytes and Macrophages,,
,,,,Leukocyte Trafficking and Immune Function,,
,,,Thrombopoiesis and Platelet Function,,,
,,,Lymphoreticular System and Spleen Function,,,
,,,,"Lymphatic System: Lymph Nodes, Spleen, Thymus",,
,,,,"Spleen Function in Blood Filtration, Immune Surveillance, and Red Blood Cell Recycling",,
,,Hemostasis,,,,
,,,Normal Hemostatic Function,,,
,,,,"Role of Platelets, Vascular Endothelium, Coagulation System, Fibrinolysis",,
,,,,,"Platelet Adhesion, Activation, and Aggregation",
,,,,,Endothelial Function in Hemostasis,
,,,,,Coagulation Cascade and Regulation,
,,,,,,Intrinsic and Extrinsic Pathways
,,,,,,Role of Thrombin and Fibrinogen
,,,,Fibrinolytic Pathway and Dissolution of Clots,,
,,,,Natural Inhibitors of Coagulation,,
,,Blood Groups and Blood Group Serology,,,,
,,,"ABO, Rhesus Blood Groups and Significance",,,
,,,,ABO Blood Group System: Antigens and Antibodies,,
,,,,Rhesus (Rh) Blood Group: Rh Factor and Rh Incompatibility,,
,,,Blood Group Serology: Blood Typing Methods and Testing,,,
,,,,Direct and Indirect Coombs Test,,
,,,,Crossmatching Techniques,,
,,Blood Transfusion Service,,,,
,,,"Blood Donation, Screening, and Testing",,,
,,,,Blood Donor Selection and Screening,,
,,,,Blood Typing and Compatibility Testing,,
,,,Blood Component Separation and Storage,,,
,,,,"Red Blood Cell, Platelet, Plasma, and Cryoprecipitate Separation",,
,,,,Storage and Preservation of Blood Products,,
,,,Blood Transfusion Protocols and Safety,,,
,,,,Guidelines for Safe Transfusion Practices,,
,,,,Monitoring and Managing Transfusion Reactions,,
,Disorders of Red Blood Cells,,,,,
,,Anemias,,,,
,,,Iron Deficiency and Iron Overload States,,,
,,,,Causes of Iron Deficiency Anemia,,
,,,,Diagnosis and Management of Iron Deficiency,,
,,,,Hemochromatosis and Iron Overload Disorders,,
,,,,,Hereditary Hemochromatosis,
,,,,,Secondary Iron Overload,
,,,Megaloblastic Anemia (Vitamin B12 and Folate Deficiency),,,
,,,,Pathophysiology and Diagnosis,,
,,,,Treatment of Vitamin B12 and Folate Deficiency Anemia,,
,,,Hemolytic Anemias,,,
,,,,Hereditary Hemolytic Anemias,,
,,,,,Sickle Cell Disease: Pathophysiology and Clinical Features,
,,,,,Thalassemia: Alpha and Beta Thalassemia Syndromes,
,,,,"Acquired Hemolytic Anemias: Autoimmune Hemolytic Anemia, Paroxysmal Nocturnal Hemoglobinuria",,
,,,,Membraneopathies and Enzymopathies,,
,,,,,Hereditary Spherocytosis,
,,,,,Glucose-6-Phosphate Dehydrogenase Deficiency,
,,,"Anemia of Chronic Disorders, Bone Marrow Failure, Hypersplenism",,,
,,,,"Chronic Disease-related Anemia (e.g., Inflammatory, Renal Disease)",,
,,,,Aplastic Anemia,,
,,,,Hypersplenism and Splenomegaly,,
,,,Secondary Polycythaemias,,,
,,,,"Causes of Secondary Polycythemia: Hypoxia, Erythropoietin Overproduction",,
,,,Hematology of HIV/AIDS,,,
,,,,HIV-related Anemia,,
,,,,Myelodysplastic Syndromes and HIV,,
,,,Laboratory Evaluation of Red Cell Disorders,,,
,,,,Complete Blood Count (CBC) and Reticulocyte Count,,
,,,,Hemoglobin Electrophoresis and Iron Studies,,
,,,,Bone Marrow Biopsy and Aspiration,,
,Benign Leukocyte Disorders,,,,,
,,Leukopenia: Hereditary and Acquired Causes,,,,
,,,"Neutropenia, Lymphopenia, and Monocytopenia",,,
,,,,"Causes of Neutropenia: Infections, Medications, Autoimmune Disorders",,
,,,,Hereditary Causes of Leukopenia,,
,,,Infections and Other Causes of Leukocytopenia,,,
,,Leukocytosis: Reactive Leukemoid Reaction,,,,
,,,"Infections, Inflammatory Disorders, and Leukemoid Reactions",,,
,,,Chronic Myeloproliferative Disorders vs. Reactive Leukocytosis,,,
,,Laboratory Evaluation of Leukocyte Disorders,,,,
,,,White Blood Cell Differential Count,,,
,,,Flow Cytometry and Immunophenotyping,,,
,,,Bone Marrow Examination,,,
,Disorders of Hemostasis,,,,,
,,"Hereditary Disorders (e.g., Hemophilias)",,,,
,,,Hemophilia A and B: Genetic Basis and Pathophysiology,,,
,,,Von Willebrand Disease,,,
,,,Other Hereditary Coagulation Disorders,,,
,,Acquired Disorders of Hemostasis,,,,
,,,Idiopathic Thrombocytopenic Purpura (ITP),,,
,,,Liver Disease and Coagulopathy,,,
,,,Disseminated Intravascular Coagulation (DIC),,,
,,,Vitamin K Deficiency,,,
,,Thrombotic Disorders,,,,
,,,Deep Vein Thrombosis and Pulmonary Embolism,,,
,,,Antiphospholipid Syndrome,,,
,,,Factor V Leiden Mutation,,,
,,Anticoagulant and Thrombolytic Agents and Their Control,,,,
,,,Warfarin and Heparin Therapy,,,
,,,Direct Oral Anticoagulants (DOACs),,,
,,,Fibrinolytic Agents,,,
,,Investigation of Hemostatic Disorders,,,,
,,,Prothrombin Time (PT) and Activated Partial Thromboplastin Time (aPTT),,,
,,,Platelet Function Tests,,,
,,,Thrombin Generation Test,,,
,Neoplastic Disorders,,,,,
,,Acute Leukemias,,,,
,,,Acute Lymphoblastic Leukemia (ALL),,,
,,,,Pathophysiology and Classification,,
,,,,Treatment Protocols for ALL,,
,,,Acute Myeloid Leukemia (AML),,,
,,,,Subtypes of AML,,
,,,,Treatment Approaches for AML,,
,,Chronic Myeloproliferative Disorders,,,,
,,,Chronic Myeloid Leukemia (CML),,,
,,,Myelofibrosis,,,
,,,Polycythemia Vera,,,
,,,Essential Thrombocythemia,,,
,,Lymphoproliferative Disorders,,,,
,,,Chronic Lymphocytic Leukemia (CLL),,,
,,,Lymphoma,,,
,,,,Hodgkin’s Lymphoma,,
,,,,Non-Hodgkin’s,,
,,,Multiple Myeloma,,,
,,Laboratory Evaluation of Neoplastic Disorders,,,,
,,,Flow Cytometry and Immunophenotyping,,,
,,,Cytogenetic and Molecular Testing,,,
,,,Bone Marrow Aspiration and Biopsy,,,
,Blood Transfusion Practice,,,,,
,,Clinical Indications and Use of Blood and Blood Components,,,,
,,Compatibility Testing,,,,
,,,Blood Typing and Crossmatching,,,
,,,Screening for Antibodies and Alloimmunization,,,
,,,Rh Incompatibility and Hemolytic Disease of the Newborn,,,
,,Transfusion Complications and Management,,,,
,,,Acute Hemolytic Reaction,,,
,,,Delayed Hemolytic Reaction,,,
,,,Febrile Non-Hemolytic Transfusion Reaction,,,
,,,Transfusion-Related Acute Lung Injury (TRALI),,,
,Laboratory Evaluation and Investigation of Hematological Disorders and Blood Transfusion,,,,,
,,Principles of Laboratory Evaluation,,,,
,,,Clinical Laboratory Safety and Quality Control,,,
,,,Specimen Collection and Handling,,,
,,"Routine, Special, and Other Investigations",,,,
,,,"CBC, Peripheral Smear, and Reticulocyte Count",,,
,,,Coagulation Studies and Platelet Function Tests,,,
,,,Bone Marrow Biopsy and Aspirate Analysis,,,
,,,Blood Gas Analysis and Electrolyte Studies,,,
Chemical Pathology,,,,,,
,"Normal Metabolic, Physiological, and Regulatory Pathways",,,,,
,,Fluid and Electrolyte Balance,,,,
,,Acid-Base Balance,,,,
,,Endocrinology,,,,
,,,"Anterior Pituitary, Adrenal Cortex, Endocrine Pancreas, Thyroid",,,
,,Bone Metabolism,,,,
,,Plasma Enzymes and Clinical Enzymology,,,,
,,"Plasma Lipids, Serum Proteins",,,,
,,Purine Metabolism,,,,
,,"Biochemical Assessment of Renal, Hepatic, Gastric, and Pancreatic Function",,,,
,,Porphyrins and Porphyrynuria,,,,
,,Vitamins and Trace Elements,,,,
,"Disorders Involving Metabolic, Physiological, or Regulatory Pathways",,,,,
,,Disorders of Carbohydrate Metabolism,,,,
,,,Diabetes Mellitus,,,
,,,Hypoglycemia,,,
,,Disorders of Lipid and Lipoprotein Metabolism,,,,
,,,Hyperlipidemias,,,
,,Disorders of Protein Metabolism,,,,
,,,Protein Energy Malnutrition,,,
,,Purine Metabolism Disorders (Gout),,,,
,,Disorders of Fluid and Electrolytes,,,,
,,,Acid-Base and Electrolyte Imbalance,,,
,,,Hyperkalemia,,,
,,,Hypokalemia,,,
,,,Hypernatremia,,,
,,,Hyponatremia,,,
,,,Calcium metabolism disorders,,,
